Eyeplex Mall, Indian Embassy, Labim Mall, Kasthamandap Boutique Hotel, Lord Of The Drinks, Babar Mahal Villas, Santaneshwor Mahadev, City Centre, Arushi Boutique hotel, Nagpokhari, New Baneshwar, Swayambunath Temple, Military museum, Boudhanath Temple, Chisapani, The millionaire's club and casino, Jhamshikhel, Sherpa Mall, Garden Of Dreams, Royal Empire Boutique Hotel, Jamal, NewRoad, Naxal, Kamalpokhari, Thamel Market, Birendra Park, Bhaktapur Durbar Square, Durbar Square Patan, Kalikasthan Temple, Mahadevsthan Temple, Club Déjà vu, Tu Teaching Hospital, Nilbarahi, Kashmeeree jama masjid, Buddhanilkantha, Naya bus park, Narayanhiti palace museum, Chovar, British Embassy, Godawari, Purple Haze RockBar, Kathmandu Durbar Square, Bhasmashur Danda, Pilot Baba Ashram, Tribhuvan Internation Airport, Nagdaha, Om Hospital, RaniPokhari, Embassy of Japan, Royal Nepal Golf Course, Shankhadhar Park, SiddhaPokhari, National history Museum, Casino Mahjong, Bhadrakali Temple, Chandragiri Temple, Lazimpat, Casino Royale, Kasthamandap, Aviation Museum, Dharhara, Ason, Kathmandu Funpark, The last resort,,,,,,,,,,
Central Zoo, Chisapani, Nagdaha, Embassy of Switzerland, Nepal Pavillion Inn, Kathmandu Durbar Square, US embassy, Lainchour, Dharhara, Jamal, Pilot Baba Ashram, Indian Embassy, Nepal mediciti Hospital, Krishna Mandir, Jawlakhel, Santaneshwor Mahadev, Daman, Buddhanilkantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Swayambunath Temple, Lazimpat, Maya Manor Boutique Hotel, Kamladi Ganeshthan Temple, Nepal mediciti Hospital, Chandragiri hills, Gokarna Golf Course, RaniPokhari, NewRoad, Lainchour, Embassy of Japan, 1Durbar Mall, Thamel Market, Trisara, Bhasmashur Danda, Whoopee land amusement park, Purple Haze RockBar, Nagarkot, Freak street, New Baneshwar, Tribhuvan Internation Airport, Kashmeeree jama masjid, Central Zoo, Suryabinayak Ganesh Temple, SiddhaPokhari, Taudaha, Arushi Boutique hotel, Labim Mall, Bhadrakali Temple, Club Déjà vu, Kathmandu Funpark, Nagpokhari, Kathmandu Fun Valley, Krishna Mandir, The last resort, Nepal Pavillion Inn, Jamal, Chisapani, Kathmandu Boutique Hotel, Bajrabarahi, Garden Of Dreams, Dharhara, Indian Embassy, Ason, Casino Royale, Durbarmarg, British Embassy, Military museum, Civil Mall, Casino place, Pilot Baba Ashram, Birendra Park, Boudhanath Temple, Santaneshwor Mahadev, Shankhadhar Park, Narayanhiti palace museum, Sankha Park, Champadevi, Kasthamandap,,,,,,,,,,,,,,,
Kamalpokhari, Suryabinayak Ganesh Temple, Whoopee land amusement park, SiddhaPokhari, Indian Embassy, Kalikasthan Temple, Boudhanath Temple, Arushi Boutique hotel, Casino place, Garden Of Dreams, Thamel Market, Civil Service Hospital, Sherpa Mall, Maitidevi Temple, Nepal Pavillion Inn, Nagarkot, Naya bus park, Jawlakhel, Nagpokhari, Purple Haze RockBar, Lazimpat, Lainchour, Nilbarahi, Maya Manor Boutique Hotel, Pilot Baba Ashram, Civil Mall, Swayambunath Temple, Embassy of Switzerland, Ason, City Centre, Durbarmarg, Casino Royale, Daman, RaniPokhari, Champadevi, Embassy of Japan, Durbar Square Patan, Bajrabarahi, Changunarayan Temple, Ghantaghar, Pashupatinath Temple, NewRoad, Chisapani, Sankha Park, Buddhanilkantha, Santaneshwor Mahadev, British Embassy, Bhadrakali Temple, Chovar, Royal Empire Boutique Hotel, Kathmandu Boutique Hotel, Jame Masjid, Central Zoo, Nagdaha, National history Museum, Birendra Park, Aviation Museum, Trisara, Tu Teaching Hospital,,,,,,,,,,,,,,,
Kathmandu Boutique Hotel, Casino Mahjong, Kamalpokhari, Military museum, US embassy, Nagdaha, Casino Royale, Embassy of Japan, Chandragiri Temple, Maitidevi Temple, Club Platinium, Aviation Museum, Civil Mall, Royal Empire Boutique Hotel, RaniPokhari, Whoopee land amusement park, Pashupatinath Temple, Gokarna Golf Course, Suryabinayak Ganesh Temple, Daman, Club Déjà vu, Krishna Mandir, Bajrabarahi, Lainchour, Jame Masjid, National museum, The millionaire's club and casino, Trisara, Mahadevsthan Temple, Nepal Pavillion Inn, Kamladi Ganeshthan Temple, Indian Embassy, Buddhanilkantha, Shivapuri, Babar Mahal Villas, Boudhanath Temple, Bhasmashur Danda, Sukute Beach, Naxal, Arushi Boutique hotel, Kasthamandap Boutique Hotel, Ratnapark, Nepal police hospital, Eyeplex Mall, Tu Teaching Hospital, Garden Of Dreams, Freak street, Kashmeeree jama masjid, Central Zoo, Casino place, National history Museum, Embassy of Germany, Nepal mediciti Hospital, Royal Nepal Golf Course, Lord Of The Drinks, Jhamshikhel, Purple Haze RockBar, Champadevi, Jawlakhel, Ghantaghar, Chovar, Dharhara, NewRoad, Durbarmarg, Pilot Baba Ashram, Kathmandu Funpark, Kathmandu Fun Valley, Kasthamandap, Fulchowki, Godawari, Chisapani,,,
Boudhanath Temple, Nagdaha, Tribhuvan Internation Airport, Bhasmashur Danda, SiddhaPokhari, Dharhara, Sukute Beach, Pilot Baba Ashram, Lainchour, Maya Manor Boutique Hotel, Royal Empire Boutique Hotel, Maitidevi Temple, 1Durbar Mall, Ghantaghar, Kapan Gumba, Chisapani, Birendra Park, Swayambunath Temple, Shivapuri, Military museum, Changunarayan Temple, Nilbarahi, Nagpokhari, Embassy of Germany, Mahadevsthan Temple, Babar Mahal Villas, British Embassy, Ason, Naxal, Aviation Museum, Kamladi Ganeshthan Temple, Purple Haze RockBar, US embassy, Jamal, Durbar Square Patan, Civil Mall, Sherpa Mall, Embassy of Japan, Shankhadhar Park, The last resort, Tribhuvan Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City Centre, Casino Royale, Champadevi, Naxal, Eyeplex Mall, Civil Mall, Bhadrakali Temple, Casino place, The last resort, Kasthamandap, Godawari, Nagpokhari, Dhulikhel Zipline, Naya bus park, Chovar, Lord Of The Drinks, Om Hospital, Daman, Narayanhiti palace museum, Ratnapark, Ason, Arushi Boutique hotel, Durbar Square Patan, Garden Of Dreams, Whoopee land amusement park, Jamal, Tribhuvan Internation Airport, Mahadevsthan Temple, Maitidevi Temple, Club Platinium, Shankhadhar Park, Santaneshwor Mahadev, Bajrabarahi, Boudhanath Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal Pavillion Inn, Kathmandu Durbar Square, Nepal police hospital, Whoopee land amusement park, 1Durbar Mall, Maitidevi Temple, Godawari, Champadevi, Kamalpokhari, Central Zoo, RaniPokhari, Freak street, Nagarkot, Pashupatinath Temple, Chandragiri hills, Casino Royale, Shankhadhar Park, NewRoad, Lazimpat, Aviation Museum, Kasthamandap Boutique Hotel, Durbarmarg, British Embassy, Sukute Beach, Kathmandu Fun Valley, Kasthamandap, Naxal, Embassy of Germany, Jhamshikhel, The last resort, Sankha Park, US embassy, New Baneshwar, Dhulikhel Zipline, Maya Manor Boutique Hotel, Sherpa Mall, Tribhuvan Internation Airport, Shivapuri, Bhasmashur Danda, Nagdaha, Arushi Boutique hotel, Club Platinium, Om Hospital, Daman, National history Museum, Changunarayan Temple, Kapan Gumba, SiddhaPokhari, Civil Service Hospital, Ason, Chandragiri Temple, Chisapani, Kathmandu Boutique Hotel, Taudaha, Jamal, Swayambunath Temple,,,,,,,,,,,,,,,,,,
Indian Embassy, Sherpa Mall, NewRoad, Royal Nepal Golf Course, Naya bus park, Changunarayan Temple, Freak street, Embassy of Germany, Purple Haze RockBar, Bhasmashur Danda, Fulchowki, Kathmandu Durbar Square, Lainchour, Maitidevi Temple, National museum, Jhamshikhel, Pilot Baba Ashram, Lord Of The Drinks, Kalikasthan Temple, Sankha Park, Thamel Market, Embassy of Japan, Champadevi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dhulikhel Zipline, Embassy of Switzerland, The millionaire's club and casino, Durbarmarg, Naya bus park, Sankha Park, Bhasmashur Danda, Buddhanilkantha, Nepal police hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eyeplex Mall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasthamandap, Purple Haze RockBar, Nepal mediciti Hospital, Narayanhiti palace museum, Kalikasthan Temple, Labim Mall, Durbarmarg, Champadevi, The last resort, Military museum, Nagarkot, Godawari, Naya bus park, Maitidevi Temple, Ason, Ratnapark, Sherpa Mall, Bhaktapur Durbar Square, Club Platinium, Swayambunath Temple, Kashmeeree jama masjid, National museum, Central Zoo, Kamalpokhari,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tu Teaching Hospital, Kashmeeree jama masjid, Om Hospital, Ghantaghar, Suryabinayak Ganesh Temple, Casino Royale, Fulchowki, Dharhara, Ason, Civil Mall, Nagdaha, Club Platinium, Embassy of Japan, Gokarna Golf Course, Embassy of Germany, Kasthamandap, Sukute Beach, Daman, Labim Mall, Jame Masjid, Santaneshwor Mahadev, Lainchour, Naya bus park, Kalikasthan Temple, Babar Mahal Villas, Sankha Park, 1Durbar Mall, Club Déjà vu, Nilbarahi, Eyeplex Mall, Kathmandu Boutique Hotel, Tribhuvan Park, Kathmandu Fun Valley, Durbar Square Patan, Embassy of Switzerland, Whoopee land amusement park, Lord Of The Drinks, Changunarayan Temple, City Centre, Godawari, Freak street, Thamel Market, Purple Haze RockBar, Shivapuri, Bhadrakali Temple, Kathmandu Funpark, British Embassy, Royal Empire Boutique Hotel, Kamalpokhari, The last resort, National history Museum, RaniPokhari, Shankhadhar Park, Ratnapark, The millionaire's club and casino, Jawlakhel, NewRoad, Kapan Gumba, Central Zoo, Bhasmashur Danda, Nepal mediciti Hospital, Narayanhiti palace museum, Indian Embassy,,,,,,,,,,,
Bajrabarahi, Ratnapark, Military museum, Sherpa Mall, Chisapani, Civil Service Hospital, Shivapuri, Bhaktapur Durbar Square, Lazimpat, Boudhanath Temple, Kasthamandap, Lainchour, Embassy of Germany, Purple Haze RockBar, Sukute Beach, Bhasmashur Danda, Suryabinayak Ganesh Temple, Kalikasthan Temple, Civil Mall, Babar Mahal Villas, Tribhuvan Internation Airport, Buddhanilkantha, Gokarna Golf Course, Shankhadhar Park, Narayanhiti palace museum, Bhadrakali Temple, Kapan Gumba, Fulchowki, Freak street, Chandragiri hills, Arushi Boutique hotel, Royal Nepal Golf Course, Nepal mediciti Hospital, Jhamshikhel, Kathmandu Boutique Hotel, City Centre, Nagdaha, Aviation Museum, The millionaire's club and casino, Jawlakhel, Garden Of Dreams, Nagarkot, 1Durbar Mall, Mahadevsthan Temple, Krishna Mandir, Dhulikhel Zipline, Daman, Eyeplex Mall, Kasthamandap Boutique Hotel, Embassy of Switzerland, Sankha Park, Chandragiri Temple, National history Museum, Naxal, Godawari, New Baneshwar, Taudaha, Kathmandu Fun Valley, Naya bus park, Indian Embassy, RaniPokhari, Champadevi, Kathmandu Durbar Square,,,,,,,,,,,
The millionaire's club and casino, Aviation Museum, Royal Empire Boutique Hotel, Chisapani, Kapan Gumba, Maitidevi Temple, Daman, Casino Mahjong, Kalikasthan Temple, Durbar Square Patan, Royal Nepal Golf Course, Indian Embassy, Naya bus park, Pashupatinath Temple, Bajrabarahi, Swayambunath Temple, Civil Service Hospital, Lainchour, Nagarkot, Freak street, Santaneshwor Mahadev, Casino Royale, Club Déjà vu, Garden Of Dreams, Embassy of Japan, Tribhuvan Park, Thamel Market, Embassy of Germany, Trisara, Tu Teaching Hospital, Om Hospital, Sankha Park, Krishna Mandir, Godawari, Whoopee land amusement park, Kamalpokhari, Ason, Dhulikhel Zipline, Central Zoo, Maya Manor Boutique Hotel, Nepal Pavillion Inn, Fulchowki, Chandragiri hills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Birendra Park, Kathmandu Fun Valley, Lainchour, Durbarmarg, Sukute Beach, Sherpa Mall, Central Zoo, Babar Mahal Villas, Gokarna Golf Course, Changunarayan Temple, US embassy, Thamel Market, Ason, Arushi Boutique hotel, Boudhanath Temple, Kathmandu Durbar Square, SiddhaPokhari, Ratnapark, Kasthamandap Boutique Hotel, City Centre, Bhasmashur Danda, Taudaha, Nagpokhari, Swayambunath Temple, Eyeplex Mall, Lazimpat, Tribhuvan Internation Airport, Purple Haze RockBar, Chandragiri Temple, Freak street, Kashmeeree jama masjid, Krishna Mandir, Jamal, Labim Mall, Nepal Pavillion Inn, National history Museum, Kasthamandap, Garden Of Dreams, Kamalpokhari, Mahadevsthan Temple, Club Déjà vu, Durbar Square Patan, Kamladi Ganeshthan Temple, Naya bus park, Casino place, Jame Masjid, Maitidevi Temple, Pashupatinath Temple, Santaneshwor Mahadev, Kapan Gumba, Nagdaha, Bajrabarahi, The last resort, Casino Mahjong, Jhamshikhel, Whoopee land amusement park, Pilot Baba Ashram, Narayanhiti palace museum, Buddhanilkantha, Fulchowki, Embassy of Switzerland, Dhulikhel Zipline, Sankha Park, Casino Royale, Tribhuvan Park,,,,,,,,,
Military museum, Arushi Boutique hotel, Labim Mall, Durbar Square Patan, Shankhadhar Park, Sukute Beach, Sherpa Mall, Om Hospital, Santaneshwor Mahadev, Naya bus park, Embassy of Germany, Purple Haze RockBar, Pashupatinath Temple, Dhulikhel Zipline, RaniPokhari, Suryabinayak Ganesh Temple, Narayanhiti palace museum, Jhamshikhel, Casino Royale, Central Zoo, Bhaktapur Durbar Square, Godawari, Buddhanilkantha, Kathmandu Fun Valley, Kamalpokhari, Naxal, Indian Embassy, Kasthamandap, Tu Teaching Hospital, Champadevi, Chandragiri Temple, Embassy of Switzerland, NewRoad, Bajrabarahi, Taudaha, Jamal, Aviation Museum, Kathmandu Boutique Hotel, Nepal mediciti Hospital, Boudhanath Temple, The last resort, Bhadrakali Temple, Kamladi Ganeshthan Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepal Pavillion Inn, Whoopee land amusement park, The millionaire's club and casino, The last resort, British Embassy, Babar Mahal Villas, Champadevi, Nepal police hospital, Fulchowki, Chandragiri Temple, Royal Empire Boutique Hotel, Indian Embassy, National museum, US embassy, Lainchour, Nagarkot, Garden Of Dreams, National history Museum, Kathmandu Fun Valley, Sankha Park, Buddhanilkantha, Nagpokhari, Pashupatinath Temple, Thamel Market, Embassy of Switzerland, Daman, SiddhaPokhari, Kamladi Ganeshthan Temple, Ason, Aviation Museum, Shivapuri, Om Hospital, 1Durbar Mall, Ratnapark, Kashmeeree jama masjid, Civil Service Hospital, Gokarna Golf Course, Kathmandu Durbar Square, Kathmandu Funpark, Labim Mall, Chisapani, Jawlakhel, Purple Haze RockBar, City Centre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SiddhaPokhari, National museum, Embassy of Germany, National history Museum, Club Platinium, Whoopee land amusement park, Aviation Museum, The last resort, Shivapuri, City Centre, Kathmandu Boutique Hotel, Nagdaha, Kathmandu Fun Valley, 1Durbar Mall, Civil Service Hospital, British Embassy, US embassy, Swayambunath Temple, Kashmeeree jama masjid, Chandragiri Temple, Lainchour, Godawari, Chovar, Club Déjà vu, Thamel Market, Tribhuvan Internation Airport, Kasthamandap Boutique Hotel, Krishna Mandir, Kapan Gumba, Arushi Boutique hotel, Naxal, Buddhanilkantha, Kalikasthan Temple, Sukute Beach, Kamalpokhari, Royal Empire Boutique Hotel, Babar Mahal Villas, Lazimpat, Lord Of The Drinks, Jamal, Bajrabarahi, Nepal mediciti Hospital, Kamladi Ganeshthan Temple, Casino place, New Baneshwar, Ratnapark, Garden Of Dreams, Trisara, Naya bus park, Taudaha, Freak street, Kasthamandap, Champadevi, NewRoad, Indian Embassy, Nagpokhari, Labim Mall, Chandragiri hills, Purple Haze RockBar, Nilbarahi, Fulchowki, Tribhuvan Park, Narayanhiti palace museum, Durbar Square Patan, Birendra Park, Jhamshikhel, Durbarmarg, The millionaire's club and casino, Pashupatinath Temple, Pilot Baba Ashram,,,,
Ghantaghar, Maitidevi Temple, Kathmandu Boutique Hotel, The millionaire's club and casino, Bhadrakali Temple, Lazimpat, SiddhaPokhari, Kathmandu Fun Valley, Mahadevsthan Temple, Narayanhiti palace museum, Nepal police hospital, Daman, Kathmandu Durbar Square, NewRoad, Jhamshikhel, Bajrabarahi, Casino place, Bhasmashur Danda, Tribhuvan Internation Airport, Central Zoo, Gokarna Golf Course, Ason, Sankha Park, US embassy, Suryabinayak Ganesh Temple, City Centre, Labim Mall, The last resort, Tribhuvan Park, Shivapuri, Trisara, Chovar, Dharhara, Whoopee land amusement park, Bhaktapur Durbar Square, Kalikasthan Temple, Nagdaha, Eyeplex Mall, Taudaha, Nagarkot, Tu Teaching Hospital, Thamel Market, Chandragiri Temple, Nilbarahi, Kapan Gumba, Embassy of Switzerland, Nagpokhari, Civil Mall, Boudhanath Temple, Naxal, Pashupatinath Temple, Swayambunath Temple, Indian Embassy, Jawlakhel, Nepal mediciti Hospital, RaniPokhari, Maya Manor Boutique Hotel, Kathmandu Funpark, Club Platinium, Chandragiri hills, Kamladi Ganeshthan Temple, Kamalpokhari, Embassy of Japan, Kasthamandap, Fulchowki, Birendra Park, Naya bus park, Lainchour, Casino Royale,,,,,
Sherpa Mall, Kathmandu Durbar Square, Kalikasthan Temple, Royal Nepal Golf Course, Casino Royale, Bajrabarahi, Nepal Pavillion Inn, Nilbarahi, New Baneshwar, 1Durbar Mall, Changunarayan Temple, RaniPokhari, Swayambunath Temple, Krishna Mandir, NewRoad, Champadevi, Chisapani, Aviation Museum, National history Museum, Pilot Baba Ashram, Civil Service Hospital, Jawlakhel, Civil Mall, Lord Of The Drinks, Freak street, Taudaha, Thamel Market,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Freak street, Nepal Pavillion Inn, Nepal police hospital, Indian Embassy, Nagpokhari, New Baneshwar, SiddhaPokhari, Pashupatinath Temple, Changunarayan Temple, Tu Teaching Hospital, Santaneshwor Mahadev, Ghantaghar, Naxal, Godawari, Civil Mall, Narayanhiti palace museum, Chandragiri hills, Lainchour, Shivapuri, Babar Mahal Villas, Birendra Park, Eyeplex Mall, Nilbarahi, Labim Mall, Tribhuvan Park, Lazimpat, Kathmandu Boutique Hotel, Maitidevi Temple, Gokarna Golf Course, Embassy of Germany, Shankhadhar Park, Ason, Swayambunath Temple, Casino Mahjong, Nagarkot, Embassy of Switzerland, Bajrabarahi, Kasthamandap, Durbarmarg, Suryabinayak Ganesh Temple, Purple Haze RockBar, National museum, Kalikasthan Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Of Dreams, Sukute Beach, Nepal mediciti Hospital, Chisapani, Casino Royale, Bhasmashur Danda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nagpokhari, Chandragiri hills, Casino Mahjong, Embassy of Switzerland, Thamel Market, Nepal police hospital, Daman, Nagdaha, NewRoad, Maya Manor Boutique Hotel, Jhamshikhel, Om Hospital, British Embassy, Freak street, Chisapani, Fulchowki, Chovar, Purple Haze RockBar, Suryabinayak Ganesh Temple, Nagarkot, Sherpa Mall, Durbarmarg, Royal Nepal Golf Course, Royal Empire Boutique Hotel, Embassy of Japan, Krishna Mandir, Kasthamandap, Narayanhiti palace museum, Whoopee land amusement park, Aviation Museum, Gokarna Golf Course, Arushi Boutique hotel, Kathmandu Boutique Hotel, Trisara, Kashmeeree jama masjid, Kathmandu Funpark,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arushi Boutique hotel, Kashmeeree jama masjid, Thamel Market, Jame Masjid, Lord Of The Drinks, Boudhanath Temple, Chisapani, Daman, Nagpokhari, Nagdaha, Buddhanilkantha, Birendra Park, Sukute Beach, Durbarmarg, Civil Mall, SiddhaPokhari, Bhaktapur Durbar Square, Embassy of Switzerland, Lainchour, Jawlakhel, Sankha Park, Dhulikhel Zipline, Godawari, Jhamshikhel, Tribhuvan Internation Airport, Ratnapark, British Embassy, Sherpa Mall, Kathmandu Fun Valley, 1Durbar Mall, Fulchowki, Kathmandu Durbar Square, Pashupatinath Temple, Lazimpat, Embassy of Japan, Casino Mahjong, Kathmandu Funpark, Ghantaghar, Pilot Baba Ashram, Narayanhiti palace museum, Santaneshwor Mahadev, Naya bus park, Eyeplex Mall, Kasthamandap Boutique Hotel, Indian Embassy, Bhadrakali Temple, Kamalpokhari, Nepal police hospital, Suryabinayak Ganesh Temple, Military museum, Whoopee land amusement park, Dharhara, Trisara, Jamal, Naxal, Casino place, Krishna Mandir, Royal Nepal Golf Course, Nepal mediciti Hospital, Labim Mall,,,,,,,,,,,,,,
The last resort, City Centre, Tu Teaching Hospital, Whoopee land amusement park, Sherpa Mall, Fulchowki, Gokarna Golf Course, Freak street, Lazimpat, Godawari, Arushi Boutique hotel, Casino place, Kathmandu Durbar Square, Civil Service Hospital, Kathmandu Funpark, Changunarayan Temple, Military museum, Nilbarahi, SiddhaPokhari, Swayambunath Temple, Suryabinayak Ganesh Temple, Bhaktapur Durbar Square, RaniPokhari, Lainchour, Ghantaghar, Embassy of Switzerland, The millionaire's club and casino, Sankha Park, Central Zoo, Kamalpokhari, Thamel Market, Shankhadhar Park, Kalikasthan Temple, British Embassy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arushi Boutique hotel, Maya Manor Boutique Hotel, Godawari, Royal Empire Boutique Hotel, Kamalpokhari, Boudhanath Temple, Tu Teaching Hospital, Jhamshikhel, Central Zoo, Babar Mahal Villas, Bhaktapur Durbar Square, Embassy of Japan, Freak street, Tribhuvan Internation Airport, Durbar Square Patan, Lord Of The Drinks, Nepal Pavillion Inn, Tribhuvan Park, Pashupatinath Temple, Nagarkot, Buddhanilkantha, Bajrabarahi, Nagdaha, Kapan Gumba, Dhulikhel Zipline, Club Déjà vu, Kathmandu Funpark, City Centre, Kasthamandap Boutique Hotel, Club Platinium, Sankha Park, Casino Royale, 1Durbar Mall, Lainchour, Gokarna Golf Course, Chandragiri hills, Fulchowki, The millionaire's club and casino, Eyeplex Mall, Sherpa Mall, Chisapani, Chovar, Chandragiri Temple, Maitidevi Temple, Ason, National museum,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dharhara, Nepal mediciti Hospital, Kathmandu Boutique Hotel, Indian Embassy, Kamalpokhari, Lainchour, Embassy of Switzerland, Tribhuvan Internation Airport, Jamal, Military museum, 1Durbar Mall, US embassy, Buddhanilkantha, Kasthamandap, Chandragiri Temple, Champadevi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kashmeeree jama masjid, Embassy of Japan, Thamel Market, Nagarkot, Kamladi Ganeshthan Temple, Bhadrakali Temple, Indian Embassy, Civil Service Hospital, Champadevi, Babar Mahal Villas, NewRoad, Sankha Park, Durbar Square Patan, Ratnapark, Kamalpokhari, 1Durbar Mall, Jawlakhel, Bhasmashur Danda, Nepal mediciti Hospital, Purple Haze RockBar, Royal Nepal Golf Course, Kathmandu Funpark, Swayambunath Temple, Buddhanilkantha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
City Centre, Pilot Baba Ashram, Lainchour, Jamal, Tribhuvan Internation Airport, Sukute Beach, National museum, Trisara, Ratnapark, Sherpa Mall, Shankhadhar Park, Chandragiri Temple, The millionaire's club and casino, Kathmandu Boutique Hotel, Embassy of Switzerland, US embassy, Naxal, Arushi Boutique hotel, Tu Teaching Hospital, Taudaha, Tribhuvan Park, Chandragiri hills, Bhasmashur Danda, New Baneshwar, Swayambunath Temple, Godawari, Birendra Park, Jawlakhel, Lazimpat, Kamladi Ganeshthan Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thamel Market, Aviation Museum, SiddhaPokhari, Nilbarahi, Casino place, Labim Mall, Freak street, Central Zoo, Maitidevi Temple, City Centre, Daman, Nepal mediciti Hospital, Casino Mahjong, Sukute Beach, Kasthamandap Boutique Hotel, Embassy of Japan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
